The Tragically Hip - (SBD),2000-06-13,https://www.youtube.com/watch?v=aaoGSax_-rc,Chicago,SBD,Intro / Putting Down / Freak Turbulence.......................................click SHOW MORE to expand  vvv / My Music At Work / Escape Is At Hand For...
The Tragically Hip,2000-07-01,https://www.youtube.com/watch?v=7K4HHwWM3xc,"Central Park, NYC",,"Grace, Too  (w/ Canada Of The Soul tag) / My Music At Work.................................click SHOW MORE to expand vvv"
The Tragically Hip,2000-07-14,https://www.youtube.com/watch?v=_LbUstaD-L0,"Cleveland, Ohio",,Putting Down / Something On.................................................................click SHOW MORE to expand vvv...
The Tragically Hip,2000-07-15,https://www.youtube.com/watch?v=xJrvv_hMGVo,"Clarkston, Michigan",,Fully Completely  (w/ (John Lennon) Oh Yoko tag) / Putting Down / Gift Shop  (w/ Steeplechase tag)...
The Tragically Hip,2000-07-15,https://www.youtube.com/watch?v=3hsmcjGs8Ks,"Clarkston, Michigan",,Putting Down  (partial - cuts in) / Gift Shop  (w/ Steeplechase tag) / Yawning or Snarling / Poets...
The Tragically Hip - (Part 1),2000-07-27,https://www.youtube.com/watch?v=KuLhB9sHOy8,Washington,,"Grace, Too / Tiger the Lion / Something On / Gift Shop / Putting Down / Yawning or Snarling"
The Tragically Hip - (Part 1),2000-07-27,https://www.youtube.com/watch?v=KuLhB9sHOy8,Washington,,"Grace, Too / Tiger the Lion / Something On / Gift Shop / Putting Down / Yawning or Snarling"
The Tragically Hip - (Part 2),2000-07-27,https://www.youtube.com/watch?v=E9mvVRCmviQ,Washington,,Fireworks / Wheat Kings / My Music at Work / At The Hundredth Meridian / Save the Planet
The Tragically Hip - (Part 2),2000-08-04,https://www.youtube.com/watch?v=Pd-znt5OgsA,Hartford,,Poets / Lake Fever / Gift Shop  (w/ Just Their Mortal Husks tag) / Wheat Kings / Nautical Disaster...
The Tragically Hip - (Part 1),2000-08-04,https://www.youtube.com/watch?v=0O1BcJ0gBGA,Hartford,,"Putting Down / Something On / Grace, Too / Sharks / Fully Completely / Opiated / Escape..."
The Tragically Hip - (Part I),2000-08-05,https://www.youtube.com/watch?v=70y8d-8qYyA,Burlington,,"My Music at Work / Grace, Too  (w/ Insomniacs of the World, Goodnight tag) / Gift Shop / Putting Down"
The Tragically Hip - (Part 1),2000-10-02,https://www.youtube.com/watch?v=9n7stBUmjzk,Rochester,,"Grace, Too / My Music at Work / Escape Is at Hand for the Travellin' Man / Tiger the Lion"
The Tragically Hip - (Part 2),2000-10-02,https://www.youtube.com/watch?v=Da6DvLWvm9Q,Rochester,,Courage (for Hugh MacLennan) / Lake Fever / Poets Plus / Flamenco / Ahead by a Century  (w/ (Nick...
The Tragically Hip - (Part 2),2000-10-02,https://www.youtube.com/watch?v=Da6DvLWvm9Q,Rochester,,Courage (for Hugh MacLennan) / Lake Fever / Poets Plus / Flamenco / Ahead by a Century  (w/ (Nick...
The Tragically Hip,2000-10-03,https://www.youtube.com/watch?v=MC2ZWX-wqwQ,"Syracuse, New York",,Putting Down / Something On...................................................click SHOW MORE to expand  vvv
The Tragically Hip,2000-10-06,https://www.youtube.com/watch?v=26jcWqF0b7Y,New York City,,"Grace, Too  (w/ Filles Du Roi - Figment tags) / My Music At Work.........................................click SHOW..."
The Tragically Hip,2000-10-06,https://www.youtube.com/watch?v=26jcWqF0b7Y,New York City,,"Grace, Too  (w/ Filles Du Roi - Figment tags) / My Music At Work.........................................click SHOW..."
The Tragically Hip - (Part 2),2000-10-19,https://www.youtube.com/watch?v=RTIr8Hp3Bus,Tucson,,Opiated / Courage (for Hugh MacLennan) / Lake Fever / Poets / Toronto #4 / Twist My Arm
The Tragically Hip - (Part 1),2000-10-19,https://www.youtube.com/watch?v=9yi-V1KShvM,Tucson,,"Grace, Too / My Music at Work / Escape Is at Hand for the Travellin' Man / Tiger the Lion / Fully Completel..."
The Tragically Hip,2000-10-27,https://www.youtube.com/watch?v=j8aACbvLKko,"Ft Collins, Colorado",,"My Music At Work / Grace, Too / An Inch An Hour......................................................click SHOW MORE to expand  vvv / Putting Down / Gift..."
The Tragically Hip - (Part 2),2000-10-28,https://www.youtube.com/watch?v=qoma0A8ZpRA,Denver,,Boots or Hearts / Emperor Penguin / Courage (for Hugh MacLennan) / Lake Fever / At the Hundredth...
The Tragically Hip - (Part 1),2000-10-28,https://www.youtube.com/watch?v=drN0h7sSL_E,Denver,,"Grace, Too / My Music at Work / Membership / Twist My Arm / Fully Completely / ..."
The Tragically Hip - (First Set),2000-11-04,https://www.youtube.com/watch?v=VbzSnX_iZto,Portland,,"Grace, Too / My Music at Work / Membership / Fully Completely  (w/ (Bee Gees) To Love Somebody..."
The Tragically Hip - (First Set),2000-11-04,https://www.youtube.com/watch?v=VbzSnX_iZto,Portland,,"Grace, Too / My Music at Work / Membership / Fully Completely  (w/ (Bee Gees) To Love Somebody..."
The Tragically Hip - (Second Set),2000-11-04,https://www.youtube.com/watch?v=3lQfdCuC8lM,Portland,,Wheat Kings / Train Overnight / Opiated  (w/ If You Lived Here tag) / Courage (w/ (Beatles) Norwegian...
The Tragically Hip,2000-12-02,https://www.youtube.com/watch?v=RCmMS8PdeYQ,"Detroit, Michigan",,"My Music At Work / Grace, Too / Save The Planet / Fully Completely / Tiger The Lion / Lionized / Putting Down / Gift Shop / Titanic Terrarium / Fireworks / Sharks / Ahead..."
The Tragically Hip,2000-12-20,https://www.youtube.com/watch?v=SlUbqm-1Vhw,"Buffalo, NY",,"My Music at Work / Grace, Too / Everytime You Go / Putting Down / Gift Shop / The Last of the Unplucked Gems / Something On / Greasy Jungle / Twist My Arm..."
The Tragically Hip - (Part 1),2000-12-23,https://www.youtube.com/watch?v=WSoQASOP6kQ,Toronto,,Poets / My Music at Work / Chagrin Falls / Three Pistols / Tiger the Lion / At the Hundredth...
The Tragically Hip - Between Us Live 2002 SBD Compilation,2002,https://www.youtube.com/watch?v=EQu7I4lhDYI,,SBD,All Tore Up..............................................................(Edmonton - September 26) / Lake Fever..............................................................(Toronto...
The Tragically Hip - Between Us Live 2002 SBD Compilation,2002,https://www.youtube.com/watch?v=EQu7I4lhDYI,,SBD,All Tore Up..............................................................(Edmonton - September 26) / Lake Fever..............................................................(Toronto...
The Tragically Hip - (FM Simulcast),2002,https://www.youtube.com/watch?v=xaLmdSv4BpQ,Detroit,,Program Intro / Use It Up / It's A Good Life If You Don't Weaken / Interview #1 / Are You Ready?
The Tragically Hip - Between Us Live 2002 SBD Compilation,2002,https://www.youtube.com/watch?v=6SLlmMHf_Nk,,SBD,All Tore Up.........................................................(Edmonton) / The Dark Canuck.............................
The Tragically Hip,2002-02-20,https://www.youtube.com/watch?v=XuEsZ1HcjNU,"Toronto, Ontario",,"Poets / New Orleans Is Sinking / Fireworks / Fully Completely / Grace, Too / Courage (for Hugh MacLennan)..."
The Tragically Hip - (SBD),2002-06-12,https://www.youtube.com/watch?v=ceRJi1JYYlE,Toronto,SBD,Program Intro & Use It Up / It's A Good Life If You Don't Weaken / Are You Ready / Silver Jet / Throwing Off Glass / The Dire Wolf / Leave...
The Tragically Hip - (SBD),2002-06-13,https://www.youtube.com/watch?v=YpDc7LqcpG0,Buffalo,SBD,Use It Up / It's A Good Life If You Don't Weaken / Are You Ready.............................................................click SHOW MORE to expand vvv / Silver...
The Tragically Hip - (Part I),2002-06-28,https://www.youtube.com/watch?v=Ig8L0XZrP_0,NYC,,Use It Up / New Orleans Is Sinking / Fully Completely / Lake Fever / Silver Jet / Springtime...
The Tragically Hip,2002-07-16,https://www.youtube.com/watch?v=HYUFtkgsNRs,"Chicago, Illinois",,Use It Up / New Orleans Is Sinking....................................................click SHOW MORE to expand...
The Tragically Hip,2002-07-17,https://www.youtube.com/watch?v=sxDGbusPdCQ,"Chicago, Illinois",,Silver Jet / My Music At Work...................................................click SHOW...
The Tragically Hip,2002-07-18,https://www.youtube.com/watch?v=gHJmAP8YoOY,"Chicago, Illinois",,Use It Up / My Music At Work.............................................................click SHOW MORE to expand...
The Tragically Hip,2002-07-19,https://www.youtube.com/watch?v=yOqkl4oQJVw,"Chicago, Illinois",,Use It Up / My Music At Work.................................................click SHOW MORE to expand  vvv
The Tragically Hip - (SBD),2002-07-19,https://www.youtube.com/watch?v=-EM0MBCz_YE,Chicago,SBD,Program Intro/Use It Up / My Music At Work................................click SHOW MORE to expand vvv / ...
The Tragically Hip,2002-08-07,https://www.youtube.com/watch?v=ZBZXlr7dPro,"Englewood, Colorado",,Silver Jet / Blow at High Dough  (w/ Laminar Flow tag) / Fully Completely / Bobcaygeon / Nautical...
The Tragically Hip,2002-08-17,https://www.youtube.com/watch?v=m2CDk52SCUE,"San Francisco, California",,Use It Up / New Orleans Is Sinking..........................................click SHOW MORE to expand  vvv
The Tragically Hip,2002-08-17,https://www.youtube.com/watch?v=m2CDk52SCUE,"San Francisco, California",,Use It Up / New Orleans Is Sinking..........................................click SHOW MORE to expand  vvv
The Tragically Hip,2002-08-23,https://www.youtube.com/watch?v=NUiUbriOxe8,"Portland, Oregon",,Silver Jet / New Orleans Is Sinking.........................click SHOW MORE to expand  vvv / Fully Completely
The Tragically Hip,2002-09-20,https://www.youtube.com/watch?v=RbSpaApDXCU,"Vancouver, BC",,Silver Jet / New Orleans Is Sinking / Fully Completely / The Darkest One / Fireworks / Lake Fever / Courage (for Hugh MacLennan) / Putting...
The Tragically Hip,2002-10-01,https://www.youtube.com/watch?v=5stux_fFi-0,"Winnipeg, Manitoba",,"Use It Up / My Music at Work / New Orleans Is Sinking  (w/ Laminar Flow tag) / Grace, Too"
The Tragically Hip,2002-10-05,https://www.youtube.com/watch?v=fWhWwU5Duzk,"Syracuse, New York",,Silver Jet / My Music At Work.................................click SHOW MORE to expand  vvv / New Orleans is...
The Tragically Hip - (Part 1),2002-10-11,https://www.youtube.com/watch?v=_ZNLpG5HzlU,Montreal,,"Use It Up / My Music at Work / New Orleans Is Sinking  (w/ Laminar Flow tag) / Grace, Too / Escape..."
The Tragically Hip - (Part 2),2002-10-11,https://www.youtube.com/watch?v=6Hshn4tv-90,Montreal,,Inevitability of Death / A Beautiful Thing / At The Hundredth Meridian  (w/ Life Is For Getting/Forgetting tag)...
The Tragically Hip,2002-10-12,https://www.youtube.com/watch?v=SmcDTAmzPfE,"Montreal, Quebec",,Silver Jet / New Orleans Is Sinking / Fully Completely / Chagrin Falls  (w/ (Matt Monro) Born Free tag)...
The Tragically Hip,2002-10-12,https://www.youtube.com/watch?v=SmcDTAmzPfE,"Montreal, Quebec",,Silver Jet / New Orleans Is Sinking / Fully Completely / Chagrin Falls  (w/ (Matt Monro) Born Free tag)...
The Tragically Hip,2002-10-12,https://www.youtube.com/watch?v=tKn1ljM2lW0,"Montreal, Quebec",,Silver Jet / New Orleans Is Sinking / Fully Completely / Chagrin Falls / Bobcaygeon
The Tragically Hip - (SBD),2002-10-20,https://www.youtube.com/watch?v=L8_8lpmm5VQ,Orlando,SBD,"Use It Up / My Music at Work / New Orleans Is Sinking / Fully Completely / Grace, Too  (w/ Microphone/Microphone..."
The Tragically Hip - (SBD),2002-10-23,https://www.youtube.com/watch?v=pavfsbTbYF4,New Orleans,SBD,Use It Up / My Music at Work / New Orleans Is Sinking  (w/ Laminar Flow tag) / Fully Completely  (w/ Microphon...
The Tragically Hip,2002-11-09,https://www.youtube.com/watch?v=wBtyqQNsDnA,"Groningen, Holland",,
The Tragically Hip,2003-09-06,https://www.youtube.com/watch?v=v6UU8Th7WVU,"Barrie, Ontario",,"Fire in the Hole / Grace, Too  (w/ (Beach Boys) Don't Worry Baby - On The Farm tags) / Poets Plus  (w/ (David Bowie)..."
The Tragically Hip - 2004 / 2008 SBD Compilation,2004,https://www.youtube.com/watch?v=IBsg_gGejDw,,SBD,Mean Streak / One Night in Copenhagen / My Music at Work
The Tragically Hip - 2004 / 2008 SBD Compilation,2004,https://www.youtube.com/watch?v=IBsg_gGejDw,,SBD,Mean Streak / One Night in Copenhagen / My Music at Work
The Tragically Hip - Between Us Live 2004 SBD Compilation,2004,https://www.youtube.com/watch?v=dTPuqHqLZOs,,SBD,Gus: The Polar Bear From Central Park...........................(Myrtle Beach - October 26) / Vaccination Scar..................................................................(Calg...
The Tragically Hip - 15 from SBD,2004,https://www.youtube.com/watch?v=CtN-BuQ0yL4,Ottawa,SBD,"Grace, Too  (w/ Microphone/Microphone Stand tag) / Fireworks / Gift Shop / As Makeshift As We Are / ..."
The Tragically Hip,2004-06-28,https://www.youtube.com/watch?v=nw-K0_SkyY4,"Toronto, Ontario",,"Vaccination Scar / Summer's Killing Us / Grace, Too  (w/ Nothing To Worry About tag) / Heaven Is a Better..."
The Tragically Hip,2004-06-29,https://www.youtube.com/watch?v=ANTYYnGvyV4,"Toronto, Ontario",,Vaccination Scar / Summer's Killing Us............................click SHOW MORE to expand vvv / Goodnight Josephine
The Tragically Hip,2004-07-23,https://www.youtube.com/watch?v=6Cb2lyAOBNg,"Darien Lakes, New York",,Vaccination Scar / Summer's Killing Us / Poets / We'll Go Too...
The Tragically Hip,2004-07-23,https://www.youtube.com/watch?v=buS6rOgtXqs,"Darien Lakes, New York",,"Vaccination Scar / Grace, Too..................................................click SHOW MORE to expand  vvv  ..."
The Tragically Hip,2004-09-19,https://www.youtube.com/watch?v=gJ-25zYzXMo,"Cleveland, Ohio",,"It Can't Be Nashville Every Night / Grace, Too / Summer's Killing Us"
The Tragically Hip,2004-10-09,https://www.youtube.com/watch?v=AkPR_36MepA,"Portland, Oregon",,"As Makeshift As We are / Grace, Too / My Music at Work / It's A Good Life If You Don't Weaken / Summer's..."
The Tragically Hip,2004-10-09,https://www.youtube.com/watch?v=AkPR_36MepA,"Portland, Oregon",,"As Makeshift As We are / Grace, Too / My Music at Work / It's A Good Life If You Don't Weaken / Summer's..."
The Tragically Hip,2004-10-17,https://www.youtube.com/watch?v=OJT-m-H0ulQ,"Pittsburgh, Pennsylvania",,Vaccination Scar / Fully Completely / Poets Plus / Gus: The Polar Bear From Central Park / Ahead By...
The Tragically Hip,2004-10-17,https://www.youtube.com/watch?v=OJT-m-H0ulQ,"Pittsburgh, Pennsylvania",,Vaccination Scar / Fully Completely / Poets Plus / Gus: The Polar Bear From Central Park / Ahead By...
The Tragically Hip,2004-10-23,https://www.youtube.com/watch?v=qwSiPq2xQYw,"Ottawa, Ontario",,"Vaccination Scar / Grace, Too / My Music at Work / Gus: The Polar Bear from Central Park"
The Tragically Hip,2004-10-30,https://www.youtube.com/watch?v=yn5O_oPFMwQ,"Grand Rapids, Michigan",,"Vaccination Scar / Grace, Too / New Orleans is Sinking / Gus: The Polar Bear from Central Park / ..."
The Tragically Hip,2004-12-04,https://www.youtube.com/watch?v=pQkfWkupCNE,"Sydney, Nova Scotia",,"Vaccination Scar / Grace, Too / My Music at Work / Gus: The Polar Bear from Central Park / Ahead by a Century..."
The Tragically Hip - Between Us Live 2005-2008 SBD Compilation,2005,https://www.youtube.com/watch?v=TGYyBNQMU-E,,SBD,"No Threat (Soundcheck)   (Grand Falls, NF - July 16, 2005) / Sherpa  (Toronto - June 24, 2006) / Locked In The Trunk Of A Car  (London - February 5, 2007) / Flamenco..."
The Tragically Hip - 13 from SBD,2006,https://www.youtube.com/watch?v=wfZGPwtlUM4,Toronto,SBD,Gift Shop / The Last Of The Unplucked Gems / Sherpa / No Threat / Lake Fever / Flamenco
The Tragically Hip - 11 from SBD,2006,https://www.youtube.com/watch?v=YgnMvVkFowo,Toronto,SBD,The Dire Wolf / So Hard Done By / Going Going Gone  (Bob Dylan cover) / Pigeon Camera / Daredevil...
The Tragically Hip - SBD Compilation,2006,https://www.youtube.com/watch?v=M0BCyaj02jA,Fort York,SBD,Lake Fever / Gift Shop / The Last of the Unplucked Gems / Flamenco / It Can't Be Nashville...
The Tragically Hip - Between Us Live : More 2006/07 SBD Goodness,2006,https://www.youtube.com/watch?v=qRf-ggLh9CQ,,SBD,The Lonely End Of The Rink / Yer Not The Ocean / ...
The Tragically Hip,2006-05-26,https://www.youtube.com/watch?v=1-VZDq9nu64,"Vancouver, BC",,The Lonely End of the Rink / Fully Completely / Twist My Arm / Lake Fever / The Drop-Off
The Tragically Hip,2006-06-16,https://www.youtube.com/watch?v=PSOj-1C4dYI,"Pittsburgh, Pennsylvania",,The Lonely End of the Rink / Fully Completely....................................click SHOW MORE to expand...
The Tragically Hip,2006-06-21,https://www.youtube.com/watch?v=xVUGmlsTnRI,"Belleville, Ontario",,Fully Completely / Summer's Killing Us / Twist My Arm / Fly / Ahead by a Century / Gift Shop...
The Tragically Hip,2006-06-21,https://www.youtube.com/watch?v=xVUGmlsTnRI,"Belleville, Ontario",,Fully Completely / Summer's Killing Us / Twist My Arm / Fly / Ahead by a Century / Gift Shop...
The Tragically Hip,2006-06-23,https://www.youtube.com/watch?v=_PGRe2k_6qg,"Toronto, Ontario",,The Lonely End of the Rink / Fully Completely.......................................click SHOW MORE to expand...
The Tragically Hip,2006-06-24,https://www.youtube.com/watch?v=wof0_r79EjA,"Toronto, Ontario",,Don't Wake Daddy / Courage (for Hugh MacLennan)..................click SHOW MORE to expand  vvv
The Tragically Hip,2006-07-08,https://www.youtube.com/watch?v=0xIy7L9quEo,"Brugge, Belgium",,"Grace, Too / My Music At Work.............................click SHOW MORE to expand  vvv / It Can't Be Nashville Every Night..."
The Tragically Hip,2006-07-09,https://www.youtube.com/watch?v=VPIQTn9lR5k,"Weert, Holland",,Don't Wake Daddy / Courage.................................................click SHOW MORE to expand vvv / The Lonely...
The Tragically Hip,2006-07-11,https://www.youtube.com/watch?v=WWSSo7l8rIQ,"Amsterdam, Holland",,Springtime in Vienna / New Orleans Is Sinking / The Lonely End of the Rink / Gus: The Polar Bear from...
The Tragically Hip,2006-10-22,https://www.youtube.com/watch?v=1LFfqzIb8zQ,"Toronto, Ontario",,The Lonely End of the Rink / Fifty-Mission Cap / In View / Lake Fever / The Drop-Off...
The Tragically Hip,2006-10-23,https://www.youtube.com/watch?v=FJF-xIuvWjo,"Toronto, Ontario",,Family Band / Courage (for Hugh MacLennan) / In View / It's a Good Life if You Don't Weaken...
The Tragically Hip,2006-10-25,https://www.youtube.com/watch?v=w7Vp1VW17G8,"Toronto, Ontario",,Yer Not the Ocean / Twist My Arm..................................click SHOW MORE to expand  vvv
The Tragically Hip,2006-10-26,https://www.youtube.com/watch?v=s78p9ONlA7A,"Toronto, Ontario",,The Lonely End of the Rink / Three Pistols / In View / 38 Years Old / The Drop-Off
The Tragically Hip,2006-10-28,https://www.youtube.com/watch?v=N49syv6HTd4,"Calgary, Alberta",,The Lonely End of the Rink / New Orleans Is Sinking / In View / Ahead by a Century / The Drop-Off
The Tragically Hip,2006-10-29,https://www.youtube.com/watch?v=XCzyapriKGo,"Calgary, Alberta",,Yer Not The Ocean / Three Pistols.........................................click SHOW MORE to expand  vvv
The Tragically Hip,2006-10-30,https://www.youtube.com/watch?v=YXk2TznueTw,"Calgary, Alberta",,Family Band / Courage (for Hugh MacLennan) / In View / Lake Fever / The Drop-Off
The Tragically Hip,2006-11-01,https://www.youtube.com/watch?v=cFBoAgYl37I,"Calgary, Alberta",,The Lonely End of the Rink / Twist My Arm / In View / Ahead by a Century / The Drop-Off
The Tragically Hip,2006-11-04,https://www.youtube.com/watch?v=GL-1AiqdSzM,"Vancouver, BC",,Family Band / Courage  (for Hugh MacLennan) / In View / Lake Fever / The Drop-Off / Bobcaygeo...
The Tragically Hip,2006-11-06,https://www.youtube.com/watch?v=O-Xz-hQtJ9c,"Vancouver, BC",,The Lonely End of the Rink / Twist My Arm / Yer Not the Ocean / It's A Good Life If You Don't Weaken...
The Tragically Hip,2006-11-07,https://www.youtube.com/watch?v=2IPv_b35p3o,"Vancouver, BC",,Yer Not the Ocean / New Orleans Is Sinking / Family Band / Gus: The Polar Bear from Central Park
The Tragically Hip,2006-11-09,https://www.youtube.com/watch?v=kCeaCsivrOw,"Montreal, Quebec",,Lonely End Of The Rink / New Orleans Is Sinking / In View / Don't Wake Daddy / The Drop-Off / ...
The Tragically Hip,2006-11-09,https://www.youtube.com/watch?v=7ub-6L7DXpk,"Montreal, Quebec",,The Lonely End of the Rink / New Orleans is Sinking............................click SHOW MORE to expand  vvv
The Tragically Hip,2006-11-10,https://www.youtube.com/watch?v=hPSE8VEvNSc,"Montreal, Quebec",,Family Band / Courage (for Hugh MacLennan)..........................click SHOW MORE to expand  vvv / Yer Not...
The Tragically Hip - (SBD),2006-12-31,https://www.youtube.com/watch?v=t5a-W_EHogY,Chicago,SBD,Program Intro & short chat w/ Gord / The Lonely End Of The Rink / New Orleans Is Sinking / Gus: The Polar...
The Tragically Hip - 6 from SBD,2007,https://www.youtube.com/watch?v=HOBUb3_hFsc,New York City,SBD,Escape Is At Hand For The Travellin' Man / The Magnificent Seven  (The Clash cover) / Fireworks / Scared
The Tragically Hip - 11 from SBD,2007,https://www.youtube.com/watch?v=HHT1Jdar2Sw,Thunder Bay,SBD,The Lonely End Of The Rink / Courage (for Hugh MacLennan) / Twist My Arm / Gus: The Polar Bear From...
The Tragically Hip,2007-01-08,https://www.youtube.com/watch?v=xJCZlJJshOo,"Victoria, BC",,The Lonely End of the Rink / Courage (for Hugh MacLennan) / Twist My Arm / Gus: The Polar Bear...
The Tragically hip,2007-01-25,https://www.youtube.com/watch?v=8PGCRa3ZzdY,"Barrie, Ontario",,The Lonely End of the Rink / New Orleans Is Sinking / Fully Completely / Gus: The Polar Bear from Central Park...
The Tragically Hip,2007-01-27,https://www.youtube.com/watch?v=TE29Hrgkq7U,"Sudbury, Ontario",,"The Lonely End of the Rink / Courage (for Hugh MacLennan) / Grace, Too / Boots or Hearts / Family Band..."
The Tragically Hip,2007-01-27,https://www.youtube.com/watch?v=TE29Hrgkq7U,"Sudbury, Ontario",,"The Lonely End of the Rink / Courage (for Hugh MacLennan) / Grace, Too / Boots or Hearts / Family Band..."
The Tragically Hip - (SBD),2007-02-08,https://www.youtube.com/watch?v=1Anro3yzX_Y,Toronto,SBD,The Lonely End Of The Rink / New Orleans Is Sinking.................................................click SHOW MORE...
The Tragically Hip,2007-03-09,https://www.youtube.com/watch?v=HbGbt9F5fU0,"Buffalo, New York",,The Lonely End Of The Rink / Courage (for Hugh MacLennan).....................................click SHOW MORE to expand  vvv...
The Tragically Hip,2007-03-10,https://www.youtube.com/watch?v=xVAxaN3kL2I,"Buffalo, New York",,Family Band / You're Not The Ocean / World Container / In View / New Orleans Is Sinking
The Tragically Hip,2007-03-10,https://www.youtube.com/watch?v=xVAxaN3kL2I,"Buffalo, New York",,Family Band / You're Not The Ocean / World Container / In View / New Orleans Is Sinking
The Tragically Hip,2007-03-15,https://www.youtube.com/watch?v=IfUQmFUWoQ0,"Houston, Texas",,The Lonely End of the Rink / New Orleans Is Sinking...............................click SHOW MORE to expand...
The Tragically Hip,2007-04-13,https://www.youtube.com/watch?v=XFqnVjmNf0Q,"Detroit, Michigan",,The Lonely End of the Rink / Courage  (for Hugh MacLennan) / Yer Not the Ocean / Boots or Hearts / In...
The Tragically Hip,2007-04-16,https://www.youtube.com/watch?v=gItUknAmBtQ,"Burlington, Vermont",,In View / New Orleans Is Sinking / The Drop-Off / It's A Good Life If You Don't Weaken
The Tragically Hip,2007-04-20,https://www.youtube.com/watch?v=SRnplnKR3JU,"Boston, Massachusetts",,"In View / My Music at Work / Grace, Too / It's a Good Life If You Don't Weaken"
The Tragically Hip - (SBD),2007-04-27,https://www.youtube.com/watch?v=XyK92mZnwUs,Philadelphia,SBD,Intro & Yer Not The Ocean / New Orleans Is Sinking............................................click...
The Tragically Hip,2007-05-14,https://www.youtube.com/watch?v=YVLN2uq7eX8,"Minneapolis, Minnesota",,Yer Not the Ocean / Fully Completely / It Can't Be Nashville Every Night / Boots or Hearts / The Kids Don't Get It / Bobcaygeon / Nautical...
The Tragically Hip,2007-09-13,https://www.youtube.com/watch?v=vs1nersx1Dk,"Halifax, Nova Scotia",,"The Lonely End of the Rink / New Orleans Is Sinking / Grace, Too / Gus: The Polar Bear from Central Park"
The Tragically Hip - (SBD),2007-09-27,https://www.youtube.com/watch?v=rGkIWG-zfbk,Amsterdam,SBD,Intro & Yer Not The Ocean / Family Band..............................................click SHOW MORE to expand ...
The Tragically Hip,2007-10-15,https://www.youtube.com/watch?v=LkBUQ83PnfY,"Aspen, Colorado",,Yer Not The Ocean / My Music At Work.............................click SHOW MORE to expand  vvv / Fully Completely  (w/ Microphone/M...
The Tragically Hip,2007-10-27,https://www.youtube.com/watch?v=NnIaXUMAa1A,"Boston, Massachusetts",,Yer Not the Ocean / New Orleans is Sinking..........................click SHOW MORE to expand  vvv / Fully Completely...
The Tragically Hip,2007-11-01,https://www.youtube.com/watch?v=jFQM62h8qCQ,"Syracuse, New York",,Yer Not The Ocean / New Orleans Is Sinking.....................................click SHOW MORE to expand  vvv
The Tragically Hip,2007-11-02,https://www.youtube.com/watch?v=yju8LYWsGLM,"Rochester, New York",,Yer Not the Ocean / New Orleans Is Sinking / My Music at Work / It's a Good Life if You Don't Weaken...
The Tragically Hip,2007-11-02,https://www.youtube.com/watch?v=yju8LYWsGLM,"Rochester, New York",,Yer Not the Ocean / New Orleans Is Sinking / My Music at Work / It's a Good Life if You Don't Weaken...
The Tragically Hip,2008-07-03,https://www.youtube.com/watch?v=Q5_6Dhs8qL8,"Ottawa, Ontario",,"In View / My Music at Work / Grace, Too / The Lonely End of the Rink / It's a Good Life if You Don't Weaken..."
The Tragically Hip - Smashing Pumpkins 1979 (SBD),2009,https://www.youtube.com/watch?v=HXQMrKzSWOM,,SBD,
The Tragically Hip - Between Us Live 2009 SBD Compilation (Part 2),2009,https://www.youtube.com/watch?v=FeDgOp-xvms,,SBD,Fully Completely / The Dire Wolf / Boots or Hearts / Putting Down / Are We Family / Throwing Off Glass / Gus: The Polar Bear from Central...
The Tragically Hip - 2009 Video Compilation (Part 2),2009,https://www.youtube.com/watch?v=vf0VEx9nebU,,,The Dire Wolf / Don't Wake Daddy / The Bear.....................................click SHOW MORE to expand vvv / World Container / Something On / ...
The Tragically Hip - 2009 Video Compilation (Part 1),2009,https://www.youtube.com/watch?v=prjQM1_4onw,,,Eldorado / Fireworks / Fully Completely / At The Hundredth Meridian / Greasy Jungle / Poets  (w/ Dan Aykroyd on harmonica) / Yawning or Snarling...
The Tragically Hip - 6 from SBD,2009,https://www.youtube.com/watch?v=TI1KKw7XZSk,San Francisco,SBD,Fully Completely  (w/ (Neil Young) Cinnamon Girl intro tag) / Thugs / The Dire Wolf / Thompson Girl  (Acoustic)...
The Tragically Hip - Between Us Live 2009 SBD Compilation,2009,https://www.youtube.com/watch?v=z-wGiXxCGWc,,SBD,"The Depression Suite................................(Lewiston, New York) / Coffee Girl..................................................(Kitchner, Ontario)..."
The Tragically Hip,2009-04-24,https://www.youtube.com/watch?v=liQQ7z2IcCw,"Toronto, Ontario",,"(  The Depression Suite / (  In View / (  Fireworks / (  Coffee Girl / (  Eldorado / (  New Orleans Is Sinking / (  Honey, Please"
The Tragically Hip,2009-05-01,https://www.youtube.com/watch?v=fl_rd6B7Oww,"Montreal, Quebec",,The Depression Suite / Family Band / Gift Shop / The Last Recluse / Putting Down / New Orleans Is Sinking...
The Tragically Hip - (Part 1),2009-05-02,https://www.youtube.com/watch?v=ituQLcDKcA4,Montreal,,Love Is a First / In View / Courage (for Hugh MacLennan) / Pigeon Camera / Fully Completely / Morning...
The Tragically Hip - (Part 2),2009-05-02,https://www.youtube.com/watch?v=EUc0Xp5RP_s,Montreal,,Fiddler's Green / Greasy Jungle / The Last Recluse / Twist My Arm / At the Hundredth Meridian / Queen...
The Tragically Hip,2009-05-07,https://www.youtube.com/watch?v=ZJ32nSweT08,"Philadelphia, Pennsylvania",,The Last Recluse / Yer Not The Ocean......................................click SHOW MORE to expand...
